Total requests:301
HANDLER                       INFO           DEBUG          WARNING        ERROR          CRITICAL       
/api/v1/support/              1              0              0              0              0              
/api/v1/support/              1              0              0              0              0              
/api/v1/support/              1              0              0              0              0              
/api/v1/support/              1              0              0              0              0              
/api/v1/support/              1              0              0              0              0              
/api/v1/support/              1              0              0              0              0              
/api/v1/support/              1              0              0              0              0              
/api/v1/support/              1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/api/v1/users/                1              0              0              0              0              
/admin/dashboard/             0              0              0              1              0              
/admin/dashboard/             0              0              0              1              0              
/admin/dashboard/             0              0              0              1              0              
/admin/dashboard/             0              0              0              1              0              
/admin/login/                 0              0              0              1              0              
/admin/login/                 0              0              0              1              0              
/admin/login/                 0              0              0              1              0              
/admin/login/                 0              0              0              1              0              
/api/v1/auth/login/           0              0              0              1              0              
/api/v1/auth/login/           0              0              0              1              0              
/api/v1/cart/                 0              0              0              1              0              
/api/v1/checkout/             0              0              0              1              0              
/api/v1/checkout/             0              0              0              1              0              
/api/v1/checkout/             0              0              0              1              0              
/api/v1/checkout/             0              0              0              1              0              
/api/v1/orders/               0              0              0              1              0              
/api/v1/orders/               0              0              0              1              0              
/api/v1/orders/               0              0              0              1              0              
/api/v1/orders/               0              0              0              1              0              
/api/v1/payments/             0              0              0              1              0              
/api/v1/payments/             0              0              0              1              0              
/api/v1/products/             0              0              0              1              0              
/api/v1/products/             0              0              0              1              0              
/api/v1/products/             0              0              0              1              0              
/api/v1/products/             0              0              0              1              0              
/api/v1/products/             0              0              0              1              0              
/api/v1/reviews/              0              0              0              1              0              
/api/v1/reviews/              0              0              0              1              0              
/api/v1/reviews/              0              0              0              1              0              
/api/v1/reviews/              0              0              0              1              0              
/api/v1/shipping/             0              0              0              1              0              
/api/v1/shipping/             0              0              0              1              0              
/api/v1/shipping/             0              0              0              1              0              
/api/v1/support/              0              0              0              1              0              
/api/v1/support/              0              0              0              1              0              
/api/v1/support/              0              0              0              1              0              
/api/v1/support/              0              0              0              1              0              
/api/v1/users/                0              0              0              1              0              
/api/v1/users/                0              0              0              1              0              
/api/v1/users/                0              0              0              1              0              
TOTAL_SUMM                    148            0              0              40             0              
